Amount,TransactionType,Location,Hour,Device,IsFraud
1555.79,Merchant Payment,Mumbai,17,Android,0
12701.62,Send Money,Bangalore,11,Android,0
40990.93,Send Money,Bangalore,20,iOS,0
38090.46,Merchant Payment,Kolkata,4,iOS,0
21141.19,Merchant Payment,Kolkata,4,iOS,0
22549.15,Merchant Payment,Bangalore,19,Android,0
49596.55,Send Money,Chennai,6,iOS,0
26434.81,Send Money,Hyderabad,6,iOS,1
49846.01,Merchant Payment,Hyderabad,15,Android,0
41721.86,Bill Payment,Bangalore,17,iOS,0
1595.54,Bill Payment,Hyderabad,1,Android,0
29211.14,Send Money,Chennai,7,iOS,0
8010.64,Bill Payment,Kolkata,1,iOS,0
25478.64,Send Money,Hyderabad,4,Android,0
21746.74,Merchant Payment,Chennai,8,Android,0
2273.81,Bill Payment,Delhi,0,iOS,0
9814.06,Merchant Payment,Delhi,13,Android,0
19664.9,Send Money,Bangalore,21,Android,0
32750.22,Bill Payment,Mumbai,20,Android,0
19839.73,Merchant Payment,Mumbai,13,Android,0
25389.31,Bill Payment,Hyderabad,18,iOS,0
29143.27,Bill Payment,Kolkata,0,iOS,0
42843.84,Send Money,Delhi,19,iOS,0
45450.92,Send Money,Hyderabad,14,Android,0
17578.62,Merchant Payment,Chennai,17,Android,0
203.16,Merchant Payment,Mumbai,20,Android,0
2620.23,Send Money,Chennai,5,Android,0
21386.02,Send Money,Bangalore,10,iOS,0
38168.58,Send Money,Bangalore,4,iOS,0
48257.07,Merchant Payment,Kolkata,10,iOS,0
35646.86,Bill Payment,Kolkata,0,Android,0
36769.24,Send Money,Kolkata,1,iOS,0
9764.05,Merchant Payment,Kolkata,15,Android,0
34307.69,Merchant Payment,Chennai,12,Android,0
6655.83,Bill Payment,Chennai,20,iOS,0
15926.13,Bill Payment,Bangalore,0,iOS,0
32414.32,Bill Payment,Kolkata,14,Android,1
10350.55,Merchant Payment,Bangalore,22,Android,0
48358.16,Merchant Payment,Bangalore,10,Android,0
16883.94,Send Money,Delhi,6,iOS,0
43812.59,Send Money,Chennai,9,Android,0
13840.44,Bill Payment,Kolkata,2,Android,0
27354.5,Merchant Payment,Delhi,16,iOS,0
39605.37,Send Money,Delhi,7,Android,1
30647.55,Send Money,Chennai,20,Android,0
23210.4,Send Money,Kolkata,7,Android,0
1681.08,Send Money,Kolkata,23,Android,0
6193.86,Bill Payment,Mumbai,0,iOS,0
13675.52,Send Money,Mumbai,10,Android,0
17992.04,Send Money,Bangalore,19,Android,0
26779.35,Merchant Payment,Bangalore,11,Android,0
32797.54,Bill Payment,Delhi,11,Android,0
17955.04,Bill Payment,Chennai,16,iOS,0
9387.68,Bill Payment,Kolkata,9,iOS,0
49238.08,Send Money,Chennai,3,Android,1
49019.3,Merchant Payment,Hyderabad,17,Android,0
32584.44,Bill Payment,Kolkata,16,iOS,0
9696.64,Send Money,Chennai,6,Android,0
14809.73,Bill Payment,Chennai,1,Android,0
15290.07,Send Money,Chennai,3,Android,0
8392.88,Bill Payment,Mumbai,17,iOS,0
12552.84,Merchant Payment,Mumbai,17,Android,0
32767.93,Bill Payment,Delhi,16,iOS,0
33896.44,Bill Payment,Bangalore,9,Android,0
7104.19,Send Money,Delhi,6,iOS,0
40708.42,Bill Payment,Hyderabad,16,iOS,0
31853.15,Send Money,Bangalore,5,iOS,0
44977.51,Merchant Payment,Hyderabad,19,iOS,0
19923.43,Merchant Payment,Bangalore,3,iOS,0
10107.42,Merchant Payment,Hyderabad,19,iOS,0
28063.21,Merchant Payment,Delhi,19,Android,0
16961.96,Send Money,Bangalore,8,Android,0
27970.47,Merchant Payment,Kolkata,0,Android,0
35121.86,Bill Payment,Delhi,9,iOS,0
48296.73,Merchant Payment,Mumbai,13,iOS,0
12054.72,Merchant Payment,Delhi,12,iOS,0
9772.42,Send Money,Delhi,13,iOS,0
24360.54,Bill Payment,Kolkata,17,iOS,0
29561.45,Bill Payment,Mumbai,16,iOS,0
43306.15,Bill Payment,Mumbai,18,Android,0
8525.15,Bill Payment,Hyderabad,0,iOS,0
10473.62,Merchant Payment,Delhi,16,iOS,0
19667.4,Merchant Payment,Kolkata,9,iOS,0
29436.75,Bill Payment,Bangalore,0,Android,0
32319.35,Send Money,Delhi,3,iOS,1
7838.24,Send Money,Bangalore,0,Android,1
21220.98,Bill Payment,Kolkata,4,Android,1
24439.47,Send Money,Chennai,18,Android,1
10532.55,Bill Payment,Delhi,16,Android,0
40934.89,Merchant Payment,Delhi,21,Android,0
16963.61,Send Money,Mumbai,17,Android,0
42949.83,Send Money,Kolkata,10,iOS,1
9960.5,Send Money,Bangalore,17,iOS,0
1316.09,Send Money,Kolkata,18,iOS,0
14802.87,Send Money,Kolkata,15,iOS,0
46885.97,Bill Payment,Chennai,5,Android,0
18819.87,Bill Payment,Kolkata,22,iOS,0
17815.08,Bill Payment,Chennai,9,iOS,0
32490.6,Merchant Payment,Mumbai,22,iOS,0
20975.97,Bill Payment,Mumbai,7,Android,0
14136.98,Send Money,Bangalore,7,Android,0
29182.43,Send Money,Kolkata,22,Android,0
25646.01,Bill Payment,Chennai,5,iOS,0
48681.95,Merchant Payment,Hyderabad,6,Android,0
19581.81,Bill Payment,Delhi,13,Android,0
33604.44,Merchant Payment,Hyderabad,18,iOS,0
48234.23,Merchant Payment,Delhi,16,iOS,0
44669.76,Bill Payment,Delhi,16,iOS,0
12740.69,Merchant Payment,Kolkata,23,iOS,0
46430.9,Bill Payment,Chennai,23,Android,0
33426.37,Merchant Payment,Mumbai,23,Android,1
25962.24,Bill Payment,Chennai,17,Android,0
1108.61,Merchant Payment,Kolkata,3,Android,0
18537.37,Bill Payment,Chennai,17,Android,0
21437.45,Merchant Payment,Chennai,3,iOS,0
3155.41,Merchant Payment,Mumbai,17,iOS,0
15535.91,Merchant Payment,Bangalore,22,Android,0
6886.33,Merchant Payment,Mumbai,19,Android,0
11550.72,Send Money,Hyderabad,12,iOS,0
5520.16,Merchant Payment,Delhi,23,iOS,0
2966.42,Merchant Payment,Delhi,0,iOS,0
8394.64,Send Money,Chennai,11,Android,0
19738.91,Send Money,Chennai,3,iOS,0
10032.7,Merchant Payment,Hyderabad,12,Android,0
18341.96,Send Money,Chennai,1,iOS,0
48227.43,Merchant Payment,Kolkata,14,Android,0
24380.99,Send Money,Delhi,9,iOS,0
18579.87,Bill Payment,Kolkata,20,iOS,0
23630.28,Bill Payment,Bangalore,1,Android,0
8392.04,Bill Payment,Bangalore,3,iOS,0
37145.68,Merchant Payment,Mumbai,22,Android,0
20758.89,Merchant Payment,Mumbai,20,Android,0
35242.57,Bill Payment,Kolkata,3,Android,1
5980.46,Merchant Payment,Bangalore,10,iOS,0
44736.32,Send Money,Delhi,7,Android,0
27367.12,Merchant Payment,Mumbai,8,iOS,0
1836.74,Bill Payment,Kolkata,0,Android,0
10717.24,Merchant Payment,Mumbai,20,iOS,0
9596.68,Bill Payment,Kolkata,2,Android,0
34249.97,Merchant Payment,Bangalore,7,Android,0
8193.52,Bill Payment,Bangalore,5,iOS,0
25537.8,Bill Payment,Chennai,7,Android,0
45196.97,Merchant Payment,Chennai,9,iOS,0
39807.89,Merchant Payment,Chennai,2,Android,0
8598.07,Merchant Payment,Bangalore,16,Android,0
49070.05,Send Money,Delhi,20,iOS,0
21102.45,Bill Payment,Delhi,9,Android,0
28826.64,Merchant Payment,Delhi,5,iOS,0
24839.64,Bill Payment,Delhi,3,Android,0
19298.78,Merchant Payment,Delhi,3,iOS,0
33457.14,Bill Payment,Bangalore,2,Android,0
27008.63,Bill Payment,Chennai,15,iOS,0
25194.39,Send Money,Chennai,14,iOS,0
41267.27,Send Money,Delhi,7,iOS,0
34290.74,Bill Payment,Bangalore,3,iOS,0
41387.47,Merchant Payment,Kolkata,15,iOS,0
14014.12,Merchant Payment,Hyderabad,0,iOS,0
27578.09,Merchant Payment,Hyderabad,12,Android,0
404.8,Send Money,Bangalore,5,iOS,0
39202.96,Bill Payment,Bangalore,6,iOS,0
38209.18,Send Money,Mumbai,16,Android,1
1112.58,Bill Payment,Hyderabad,3,iOS,0
47095.71,Send Money,Kolkata,14,Android,0
3956.19,Merchant Payment,Delhi,7,iOS,0
45962.44,Bill Payment,Hyderabad,11,iOS,0
25188.81,Bill Payment,Mumbai,0,iOS,0
22411.44,Merchant Payment,Chennai,5,Android,0
11594.78,Merchant Payment,Bangalore,12,Android,0
970.65,Send Money,Hyderabad,19,iOS,0
41910.42,Merchant Payment,Chennai,12,Android,0
10359.21,Merchant Payment,Kolkata,12,Android,0
26342.13,Send Money,Mumbai,0,iOS,0
924.04,Merchant Payment,Chennai,20,Android,0
13975.49,Bill Payment,Hyderabad,6,Android,0
14409.26,Bill Payment,Chennai,6,iOS,0
28115.76,Merchant Payment,Delhi,14,Android,0
30878.77,Bill Payment,Chennai,5,iOS,0
41701.66,Merchant Payment,Delhi,0,iOS,0
32106.25,Send Money,Kolkata,10,Android,1
11541.32,Send Money,Delhi,19,iOS,0
9139.87,Send Money,Delhi,13,Android,0
25220.2,Merchant Payment,Kolkata,20,iOS,0
30432.07,Bill Payment,Delhi,8,iOS,0
7288.43,Merchant Payment,Kolkata,8,iOS,0
15242.53,Send Money,Kolkata,10,iOS,0
18402.46,Merchant Payment,Kolkata,16,Android,0
31398.9,Merchant Payment,Kolkata,17,iOS,0
26233.5,Send Money,Hyderabad,16,Android,0
29207.56,Bill Payment,Delhi,2,iOS,0
18102.66,Send Money,Delhi,11,Android,0
26232.88,Send Money,Bangalore,13,iOS,0
38643.68,Bill Payment,Chennai,23,iOS,0
26821.57,Send Money,Delhi,18,Android,0
20952.52,Send Money,Mumbai,23,iOS,0
7734.2,Merchant Payment,Chennai,4,iOS,0
31696.0,Bill Payment,Bangalore,18,iOS,0
46805.46,Bill Payment,Mumbai,4,Android,0
2473.89,Send Money,Hyderabad,20,iOS,0
25437.88,Bill Payment,Bangalore,7,Android,0
23942.63,Send Money,Chennai,15,Android,0
14236.33,Merchant Payment,Delhi,12,Android,0
18975.5,Merchant Payment,Mumbai,15,Android,0
16122.88,Merchant Payment,Kolkata,14,iOS,0
10406.52,Send Money,Hyderabad,3,Android,0
13635.02,Send Money,Kolkata,9,iOS,0
32830.97,Bill Payment,Bangalore,10,iOS,0
3358.75,Bill Payment,Hyderabad,0,iOS,0
36451.31,Merchant Payment,Delhi,0,iOS,1
6797.18,Bill Payment,Hyderabad,9,iOS,0
6380.26,Merchant Payment,Chennai,9,Android,0
25304.5,Send Money,Delhi,13,Android,0
24490.4,Send Money,Bangalore,5,Android,0
13822.63,Bill Payment,Bangalore,5,Android,0
21007.29,Send Money,Hyderabad,13,Android,0
35942.92,Send Money,Bangalore,11,iOS,0
1347.13,Send Money,Hyderabad,8,Android,0
40134.27,Bill Payment,Kolkata,6,iOS,0
46268.89,Merchant Payment,Chennai,20,Android,0
11175.46,Bill Payment,Hyderabad,0,Android,0
13708.31,Bill Payment,Chennai,18,Android,0
435.15,Bill Payment,Chennai,17,Android,0
20080.12,Merchant Payment,Chennai,16,iOS,0
36137.49,Bill Payment,Chennai,10,iOS,0
11909.19,Send Money,Bangalore,4,Android,0
29781.01,Send Money,Chennai,0,Android,0
21078.92,Merchant Payment,Kolkata,2,iOS,0
5154.12,Merchant Payment,Hyderabad,6,iOS,0
8989.08,Bill Payment,Mumbai,12,iOS,0
29802.13,Send Money,Hyderabad,9,iOS,0
11563.34,Bill Payment,Mumbai,5,iOS,0
44269.69,Merchant Payment,Delhi,5,Android,0
29635.49,Bill Payment,Hyderabad,11,iOS,0
8891.81,Send Money,Chennai,22,Android,0
27496.32,Send Money,Mumbai,18,iOS,0
41152.61,Merchant Payment,Bangalore,9,iOS,0
15668.8,Merchant Payment,Hyderabad,12,iOS,0
19215.66,Bill Payment,Chennai,2,iOS,0
43793.51,Merchant Payment,Hyderabad,1,iOS,1
3218.93,Bill Payment,Hyderabad,15,Android,0
4089.66,Bill Payment,Delhi,13,iOS,0
8960.59,Send Money,Bangalore,9,Android,0
29848.72,Merchant Payment,Delhi,16,iOS,0
19554.08,Send Money,Delhi,4,Android,0
9219.93,Merchant Payment,Mumbai,7,iOS,0
10703.95,Bill Payment,Kolkata,18,iOS,0
23654.22,Send Money,Kolkata,9,Android,0
27477.2,Merchant Payment,Delhi,3,Android,0
15221.45,Merchant Payment,Mumbai,23,iOS,0
36097.99,Merchant Payment,Chennai,6,iOS,0
7656.55,Send Money,Delhi,16,iOS,0
39181.63,Merchant Payment,Chennai,1,iOS,0
5996.34,Send Money,Hyderabad,13,Android,0
9443.7,Merchant Payment,Delhi,10,iOS,0
11953.75,Bill Payment,Mumbai,21,iOS,0
18433.09,Bill Payment,Delhi,6,iOS,0
13204.54,Bill Payment,Kolkata,16,Android,0
20519.85,Merchant Payment,Delhi,15,Android,0
23495.23,Merchant Payment,Chennai,6,iOS,0
30529.66,Send Money,Mumbai,20,Android,1
47925.39,Send Money,Kolkata,22,Android,1
6924.88,Send Money,Delhi,3,Android,0
34771.85,Send Money,Kolkata,22,iOS,0
14763.35,Bill Payment,Bangalore,0,Android,0
18613.8,Merchant Payment,Chennai,5,iOS,0
12196.01,Bill Payment,Delhi,23,iOS,0
8378.84,Bill Payment,Bangalore,22,Android,0
43299.54,Bill Payment,Kolkata,20,iOS,0
3918.01,Send Money,Delhi,1,iOS,0
26629.32,Bill Payment,Delhi,20,iOS,0
37431.55,Send Money,Kolkata,12,iOS,0
44103.66,Send Money,Chennai,21,Android,0
46670.37,Merchant Payment,Delhi,2,Android,0
43684.2,Send Money,Mumbai,3,Android,0
35275.61,Send Money,Kolkata,19,iOS,0
22442.58,Merchant Payment,Mumbai,20,iOS,0
42228.63,Bill Payment,Mumbai,5,Android,0
15171.96,Merchant Payment,Hyderabad,6,iOS,0
26205.2,Merchant Payment,Mumbai,5,iOS,0
16830.01,Merchant Payment,Bangalore,12,Android,0
14449.76,Merchant Payment,Delhi,13,iOS,0
5555.55,Send Money,Chennai,5,Android,0
3285.73,Send Money,Mumbai,11,Android,0
4468.88,Bill Payment,Mumbai,9,iOS,0
46412.31,Bill Payment,Delhi,12,iOS,0
42851.96,Merchant Payment,Bangalore,13,Android,0
30160.48,Bill Payment,Delhi,6,iOS,0
10819.75,Send Money,Chennai,1,iOS,0
6335.57,Merchant Payment,Bangalore,8,iOS,0
23340.9,Bill Payment,Kolkata,13,Android,0
4662.93,Send Money,Hyderabad,13,iOS,0
33111.53,Bill Payment,Bangalore,0,Android,0
30001.63,Bill Payment,Mumbai,19,Android,1
15716.53,Bill Payment,Delhi,23,Android,0
36456.25,Send Money,Hyderabad,8,Android,0
49212.91,Bill Payment,Chennai,0,Android,0
42283.11,Send Money,Mumbai,3,iOS,1
30463.92,Merchant Payment,Chennai,5,iOS,0
47924.31,Send Money,Bangalore,16,iOS,0
4691.2,Merchant Payment,Mumbai,1,Android,0
34775.12,Bill Payment,Chennai,2,iOS,0
21777.09,Merchant Payment,Chennai,0,Android,0
35907.81,Send Money,Delhi,11,Android,0
17285.64,Bill Payment,Chennai,9,iOS,0
45722.16,Bill Payment,Mumbai,17,Android,0
16275.18,Merchant Payment,Mumbai,20,iOS,0
19869.56,Bill Payment,Bangalore,22,Android,0
8567.52,Merchant Payment,Bangalore,9,Android,0
49877.18,Bill Payment,Mumbai,2,Android,0
21356.8,Send Money,Hyderabad,14,Android,0
49252.44,Merchant Payment,Chennai,11,iOS,0
23208.66,Send Money,Kolkata,2,iOS,0
7315.31,Bill Payment,Delhi,9,Android,0
8134.69,Merchant Payment,Chennai,13,Android,0
42164.29,Bill Payment,Kolkata,23,Android,0
47274.27,Bill Payment,Chennai,18,Android,0
37200.33,Merchant Payment,Kolkata,21,iOS,0
48885.7,Send Money,Mumbai,21,Android,0
41290.23,Merchant Payment,Mumbai,21,iOS,0
3305.41,Merchant Payment,Chennai,15,iOS,0
15263.1,Bill Payment,Delhi,8,iOS,0
14777.4,Bill Payment,Hyderabad,21,Android,0
29694.37,Bill Payment,Kolkata,11,Android,0
12091.64,Bill Payment,Hyderabad,0,iOS,0
10474.47,Bill Payment,Delhi,8,iOS,0
49241.3,Send Money,Chennai,10,iOS,0
35725.52,Bill Payment,Chennai,5,iOS,0
3228.61,Merchant Payment,Kolkata,17,iOS,0
2259.82,Merchant Payment,Delhi,16,Android,0
47487.76,Merchant Payment,Bangalore,5,Android,0
5124.62,Merchant Payment,Mumbai,14,iOS,0
20267.98,Merchant Payment,Chennai,2,iOS,0
19621.5,Send Money,Chennai,18,iOS,0
39404.99,Bill Payment,Mumbai,20,Android,0
23275.23,Merchant Payment,Hyderabad,13,iOS,0
11348.9,Bill Payment,Mumbai,16,Android,0
47062.22,Merchant Payment,Chennai,10,Android,0
37020.64,Send Money,Bangalore,3,Android,1
26511.68,Bill Payment,Kolkata,11,Android,0
31196.99,Send Money,Kolkata,10,Android,0
41415.51,Bill Payment,Chennai,10,iOS,0
2700.73,Send Money,Hyderabad,20,iOS,0
28856.6,Bill Payment,Delhi,0,iOS,0
38836.94,Bill Payment,Chennai,10,Android,0
15536.31,Merchant Payment,Mumbai,18,iOS,0
13973.15,Bill Payment,Mumbai,3,iOS,0
13135.76,Merchant Payment,Bangalore,9,iOS,0
44426.47,Send Money,Mumbai,23,iOS,0
10873.64,Merchant Payment,Mumbai,13,Android,0
23231.0,Bill Payment,Kolkata,8,Android,0
25736.17,Merchant Payment,Bangalore,20,iOS,0
31478.68,Merchant Payment,Delhi,9,iOS,0
33480.27,Bill Payment,Kolkata,8,iOS,0
33241.29,Bill Payment,Bangalore,15,iOS,0
30528.62,Bill Payment,Chennai,18,Android,0
17119.0,Bill Payment,Mumbai,16,Android,0
28056.84,Bill Payment,Bangalore,19,iOS,0
2765.58,Send Money,Bangalore,11,iOS,0
39073.34,Send Money,Delhi,13,Android,1
24822.24,Send Money,Chennai,17,iOS,0
27783.25,Send Money,Hyderabad,21,iOS,0
28157.99,Merchant Payment,Hyderabad,4,iOS,0
14137.49,Bill Payment,Chennai,3,iOS,0
47109.65,Send Money,Hyderabad,7,iOS,0
6884.37,Send Money,Mumbai,14,Android,1
43863.19,Send Money,Mumbai,8,Android,1
11788.16,Send Money,Chennai,23,iOS,0
33521.54,Send Money,Mumbai,23,Android,0
48751.07,Bill Payment,Kolkata,17,iOS,0
48309.4,Bill Payment,Kolkata,13,iOS,0
12615.84,Bill Payment,Mumbai,23,iOS,0
19839.66,Merchant Payment,Mumbai,10,iOS,0
8047.9,Send Money,Hyderabad,18,Android,0
34545.82,Bill Payment,Hyderabad,17,iOS,0
31280.66,Bill Payment,Chennai,10,Android,0
29564.09,Bill Payment,Mumbai,5,Android,0
46649.76,Merchant Payment,Bangalore,19,Android,0
45817.23,Bill Payment,Kolkata,20,Android,0
28691.8,Bill Payment,Mumbai,2,Android,0
27078.8,Bill Payment,Bangalore,0,iOS,0
17749.32,Merchant Payment,Delhi,11,Android,0
49302.66,Merchant Payment,Delhi,20,Android,0
13759.13,Merchant Payment,Kolkata,7,iOS,0
45960.11,Send Money,Mumbai,5,iOS,0
1036.71,Bill Payment,Delhi,16,iOS,0
33754.19,Send Money,Hyderabad,5,Android,1
27839.62,Send Money,Chennai,10,iOS,0
6029.37,Bill Payment,Bangalore,0,Android,0
27758.6,Send Money,Mumbai,14,iOS,0
35659.01,Send Money,Kolkata,5,Android,1
42707.75,Send Money,Delhi,0,iOS,0
36222.3,Send Money,Mumbai,10,iOS,0
24241.62,Send Money,Chennai,5,Android,0
26470.02,Send Money,Delhi,18,iOS,0
47189.8,Bill Payment,Mumbai,10,iOS,0
47151.6,Merchant Payment,Kolkata,5,iOS,0
21894.81,Send Money,Chennai,3,Android,1
8405.74,Merchant Payment,Bangalore,17,iOS,0
35038.62,Send Money,Mumbai,22,Android,0
39453.35,Merchant Payment,Chennai,17,Android,0
1227.63,Bill Payment,Chennai,23,iOS,0
36207.96,Send Money,Kolkata,4,iOS,1
24895.49,Bill Payment,Mumbai,12,iOS,0
42487.49,Merchant Payment,Delhi,21,Android,0
40990.18,Bill Payment,Bangalore,1,Android,0
18055.22,Merchant Payment,Hyderabad,8,Android,0
37038.15,Merchant Payment,Kolkata,6,iOS,0
13951.22,Merchant Payment,Hyderabad,5,iOS,0
5472.27,Bill Payment,Delhi,3,iOS,0
28669.84,Send Money,Kolkata,6,iOS,0
284.36,Merchant Payment,Chennai,11,iOS,0
22400.63,Send Money,Bangalore,1,iOS,0
19145.75,Bill Payment,Delhi,20,Android,0
3249.74,Send Money,Delhi,14,iOS,0
6364.05,Merchant Payment,Hyderabad,10,iOS,0
40663.51,Bill Payment,Mumbai,12,iOS,0
24394.83,Send Money,Hyderabad,5,Android,0
36510.87,Merchant Payment,Mumbai,20,Android,0
40236.84,Send Money,Delhi,1,Android,1
14929.01,Bill Payment,Chennai,4,iOS,0
29491.86,Send Money,Bangalore,15,Android,0
25526.16,Bill Payment,Mumbai,11,iOS,0
39639.61,Bill Payment,Kolkata,5,iOS,0
47834.41,Merchant Payment,Bangalore,21,Android,0
21926.49,Merchant Payment,Mumbai,23,iOS,0
44127.36,Send Money,Mumbai,11,iOS,0
26554.96,Send Money,Kolkata,23,iOS,0
18702.61,Merchant Payment,Mumbai,13,iOS,0
5391.17,Send Money,Delhi,9,iOS,0
9060.03,Bill Payment,Bangalore,18,iOS,0
31925.87,Send Money,Hyderabad,10,Android,1
11847.58,Send Money,Delhi,20,Android,0
30414.34,Send Money,Mumbai,19,Android,0
2438.35,Bill Payment,Delhi,12,iOS,0
43426.32,Merchant Payment,Delhi,12,Android,0
15551.59,Bill Payment,Chennai,10,iOS,0
8732.31,Send Money,Chennai,4,Android,0
40989.91,Merchant Payment,Chennai,22,iOS,0
2330.44,Merchant Payment,Bangalore,20,Android,0
39709.78,Send Money,Chennai,4,iOS,1
444.09,Send Money,Bangalore,13,Android,1
29747.48,Send Money,Kolkata,19,Android,0
27658.84,Merchant Payment,Bangalore,23,Android,0
12711.69,Merchant Payment,Hyderabad,9,Android,0
4761.72,Bill Payment,Delhi,22,iOS,0
7665.31,Bill Payment,Delhi,14,Android,0
21182.27,Send Money,Delhi,13,iOS,0
2208.45,Merchant Payment,Bangalore,22,iOS,0
17890.32,Merchant Payment,Chennai,3,iOS,0
11882.19,Send Money,Kolkata,16,iOS,0
43301.23,Merchant Payment,Hyderabad,5,iOS,0
28741.17,Bill Payment,Mumbai,18,Android,0
41259.42,Bill Payment,Kolkata,12,iOS,0
11281.95,Send Money,Hyderabad,8,iOS,0
35430.04,Bill Payment,Kolkata,0,iOS,1
5392.74,Bill Payment,Kolkata,13,iOS,0
15279.03,Bill Payment,Delhi,9,Android,0
10241.78,Bill Payment,Hyderabad,15,iOS,0
48584.77,Bill Payment,Chennai,17,Android,0
3769.23,Merchant Payment,Bangalore,19,Android,0
14576.08,Send Money,Mumbai,3,Android,0
45158.25,Send Money,Hyderabad,19,iOS,0
1782.35,Merchant Payment,Hyderabad,17,Android,0
232.43,Merchant Payment,Bangalore,13,iOS,0
23834.95,Merchant Payment,Delhi,4,Android,0
22988.17,Bill Payment,Hyderabad,18,Android,0
513.55,Bill Payment,Hyderabad,1,iOS,0
36141.37,Send Money,Kolkata,16,iOS,0
5544.89,Merchant Payment,Bangalore,12,iOS,0
14059.56,Send Money,Bangalore,16,iOS,0
47948.52,Merchant Payment,Hyderabad,14,iOS,0
14593.98,Bill Payment,Hyderabad,11,Android,0
22342.88,Send Money,Chennai,0,Android,0
36039.21,Merchant Payment,Hyderabad,5,Android,0
7865.24,Bill Payment,Delhi,8,iOS,0
36258.46,Bill Payment,Mumbai,1,Android,1
5167.22,Bill Payment,Hyderabad,23,iOS,0
8503.06,Send Money,Chennai,22,Android,0
6469.08,Merchant Payment,Delhi,4,Android,0
28847.31,Merchant Payment,Kolkata,7,iOS,1
47095.07,Merchant Payment,Kolkata,8,iOS,0
756.7,Bill Payment,Bangalore,4,iOS,0
23569.4,Bill Payment,Delhi,17,Android,0
73.67,Send Money,Delhi,15,iOS,0
8659.04,Send Money,Kolkata,15,Android,1
44183.86,Bill Payment,Kolkata,2,iOS,0
46215.68,Bill Payment,Delhi,2,iOS,0
26242.87,Merchant Payment,Bangalore,13,Android,0
37281.06,Bill Payment,Hyderabad,5,Android,0
25776.61,Send Money,Hyderabad,23,Android,0
40463.98,Merchant Payment,Kolkata,13,iOS,0
33359.57,Send Money,Delhi,18,Android,1
33024.2,Send Money,Kolkata,18,iOS,0
48748.61,Merchant Payment,Bangalore,18,iOS,0
14234.8,Send Money,Delhi,18,iOS,0
18669.64,Send Money,Chennai,10,Android,0
21808.27,Merchant Payment,Mumbai,15,iOS,0
3704.89,Send Money,Delhi,12,Android,0
15108.45,Send Money,Mumbai,6,iOS,0
43977.58,Send Money,Bangalore,18,Android,0
10525.08,Merchant Payment,Bangalore,7,iOS,0
403.16,Merchant Payment,Chennai,9,Android,0
46042.46,Send Money,Mumbai,18,Android,0
23810.26,Merchant Payment,Delhi,18,Android,0
17012.96,Bill Payment,Mumbai,6,iOS,0
7331.81,Bill Payment,Bangalore,0,Android,0
47673.61,Merchant Payment,Bangalore,20,iOS,0
25191.05,Send Money,Chennai,22,iOS,0
34338.86,Send Money,Hyderabad,9,iOS,0
43653.16,Bill Payment,Kolkata,7,Android,0
4449.71,Bill Payment,Kolkata,16,Android,0
47429.59,Send Money,Hyderabad,16,Android,0
46048.45,Send Money,Bangalore,9,iOS,0
32572.87,Merchant Payment,Delhi,21,Android,0
28425.65,Bill Payment,Bangalore,0,Android,0
474.13,Bill Payment,Kolkata,11,Android,0
28111.81,Merchant Payment,Hyderabad,0,Android,0
40146.98,Merchant Payment,Hyderabad,6,iOS,0
36221.63,Merchant Payment,Hyderabad,20,Android,0
26384.56,Merchant Payment,Bangalore,21,Android,0
12474.35,Merchant Payment,Mumbai,14,Android,0
14982.53,Send Money,Delhi,8,Android,0
39279.92,Send Money,Kolkata,23,Android,1
39512.57,Merchant Payment,Chennai,2,iOS,0
15334.64,Merchant Payment,Delhi,2,Android,0
41838.65,Merchant Payment,Mumbai,2,Android,0
21223.36,Bill Payment,Delhi,2,Android,0
34828.9,Merchant Payment,Kolkata,5,iOS,0
6725.97,Merchant Payment,Mumbai,3,Android,1
33568.45,Merchant Payment,Chennai,5,Android,0
9264.95,Merchant Payment,Delhi,7,iOS,0
15267.77,Merchant Payment,Hyderabad,1,iOS,0
33289.68,Merchant Payment,Kolkata,11,Android,1
12257.48,Bill Payment,Bangalore,4,iOS,0
30254.33,Bill Payment,Bangalore,3,Android,0
1338.23,Bill Payment,Hyderabad,10,iOS,0
42431.03,Bill Payment,Mumbai,8,iOS,0
40366.45,Bill Payment,Kolkata,18,Android,0
161.32,Send Money,Bangalore,17,Android,0
19398.78,Merchant Payment,Chennai,1,iOS,0
46564.59,Bill Payment,Chennai,12,iOS,0
38603.54,Merchant Payment,Chennai,11,Android,0
41901.24,Bill Payment,Mumbai,11,iOS,0
13208.04,Bill Payment,Delhi,8,iOS,0
34017.34,Bill Payment,Delhi,18,iOS,0
41166.76,Bill Payment,Kolkata,12,Android,0
10955.56,Merchant Payment,Bangalore,21,Android,0
11766.27,Send Money,Hyderabad,19,Android,0
38793.34,Bill Payment,Bangalore,17,Android,0
34093.23,Bill Payment,Chennai,11,Android,0
15418.11,Bill Payment,Kolkata,2,iOS,0
34163.47,Merchant Payment,Hyderabad,20,iOS,0
22034.51,Send Money,Bangalore,4,Android,0
46371.9,Send Money,Hyderabad,22,iOS,0
10056.5,Merchant Payment,Bangalore,2,iOS,0
25343.4,Send Money,Mumbai,18,Android,0
48283.83,Bill Payment,Chennai,23,Android,0
8583.62,Send Money,Mumbai,15,Android,0
24289.77,Send Money,Hyderabad,11,iOS,0
207.08,Bill Payment,Hyderabad,19,Android,0
